first_page_summary,genres
"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized ... Read all","['Action', 'Adventure', 'Comedy']"
Six short stories that explore the extremities of human behavior involving people in distress.,"['Comedy', 'Drama', 'Thriller']"
"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things ... Read all","['Animation', 'Adventure', 'Comedy']"
An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,"['Drama', 'War']"
"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper and a drifter named M... Read all","['Action', 'Adventure', 'Sci-Fi']"
"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","['Action', 'Comedy', 'Romance']"
"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","['Film-Noir', 'Mystery', 'Thriller']"
"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","['Drama', 'Romance']"
"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","['Adventure', 'Drama', 'Thriller']"
"When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","['Adventure', 'Mystery', 'Thriller']"
"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","['Animation', 'Action', 'Adventure']"
"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.","['Animation', 'Comedy', 'Drama']"
"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries... Read all","['Comedy', 'Drama']"
American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 2... Read all,"['Action', 'Biography', 'Drama']"
A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,"['Animation', 'Adventure', 'Comedy']"
"An old couple visit their children and grandchildren in the city, but receive little attention.",['Drama']
"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","['Drama', 'Fantasy']"
"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","['Drama', 'Thriller']"
"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","['Comedy', 'Crime']"
A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,"['Drama', 'Sport']"
"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to s... Read all","['Action', 'Drama', 'Sci-Fi']"
"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","['Biography', 'Crime', 'Drama']"
"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","['Biography', 'Drama', 'History']"
"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and th... Read all","['Drama', 'War']"
"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn so... Read all","['Action', 'Adventure', 'Sci-Fi']"
"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.","['Biography', 'Drama', 'History']"
"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","['Drama', 'Romance']"
"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","['Drama', 'Romance', 'War']"
"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","['Crime', 'Drama', 'Mystery']"
24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"['Crime', 'Drama']"
"When a young girl is possessed by a mysterious entity, her mother seeks the help of two Catholic priests to save her life.",['Horror']
"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","['Action', 'Adventure', 'Fantasy']"
The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,"['Action', 'Biography', 'Drama']"
"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",['Drama']
A writer recounts a childhood journey with his friends to find the body of a missing boy.,"['Adventure', 'Comedy', 'Drama']"
"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can retu... Read all","['Adventure', 'Family', 'Fantasy']"
"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","['Animation', 'Action', 'Adventure']"
"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond g... Read all","['Biography', 'Drama', 'Family']"
"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska ... Read all","['Adventure', 'Biography', 'Drama']"
"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","['Drama', 'Romance', 'Thriller']"
The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"['Drama', 'Family']"
"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.","['Comedy', 'Romance', 'War']"
A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"['Biography', 'Drama', 'Family']"
"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great... Read all",['Drama']
"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","['Drama', 'War']"
